Begin to read solar wind speed, IMF, AE and Dst
F16, 2015-147, 59882
F16, 2015-147, 59883
F16, 2015-147, 59884
F16, 2015-148, 59893
F16, 2015-148, 59885
F16, 2015-148, 59886
F16, 2015-148, 59887
F16, 2015-148, 59889
F16, 2015-148, 59891
F16, 2015-148, 59892
F16, 2015-148, 59894
F16, 2015-148, 59895
F16, 2015-148, 59896
F16, 2015-148, 59897
F16, 2015-148, 59898
F16, 2015-149, 59900
F16, 2015-149, 59901
F16, 2015-149, 59903
F16, 2015-149, 59905
F16, 2015-149, 59906
F16, 2015-149, 59907
F16, 2015-149, 59909
F16, 2015-149, 59910
F16, 2015-149, 59911
F16, 2015-149, 59912
F16, 2015-149, 59913
F16, 2015-150, 59914
F16, 2015-150, 59915
F16, 2015-150, 59917
F16, 2015-150, 59918
F16, 2015-150, 59919
F16, 2015-150, 59921
F16, 2015-150, 59923
F16, 2015-150, 59924
F16, 2015-150, 59925
F16, 2015-150, 59926
F16, 2015-150, 59927
F16, 2015-151, 59928
F16, 2015-151, 59929
F16, 2015-151, 59931
F16, 2015-151, 59933
F16, 2015-151, 59934
F16, 2015-151, 59935
F16, 2015-151, 59937
F16, 2015-151, 59938
F16, 2015-151, 59939
F16, 2015-151, 59940
F16, 2015-151, 59941
F16, 2015-152, 59942
F16, 2015-152, 59943
F16, 2015-152, 59944
F16, 2015-152, 59945
F16, 2015-152, 59946
F16, 2015-152, 59948
F16, 2015-152, 59949
F16, 2015-152, 59950
F16, 2015-152, 59951
F16, 2015-152, 59952
F16, 2015-152, 59953
F16, 2015-152, 59954
F16, 2015-152, 59955
F16, 2015-153, 59956
F16, 2015-153, 59957
F16, 2015-153, 59958
F16, 2015-153, 59959
F16, 2015-153, 59961
F16, 2015-153, 59962
F16, 2015-153, 59963
F16, 2015-153, 59964
F16, 2015-153, 59965
F16, 2015-153, 59967
F16, 2015-153, 59968
F16, 2015-153, 59969
F16, 2015-154, 59972
F16, 2015-154, 59975
F16, 2015-154, 59977
F16, 2015-154, 59978
F16, 2015-154, 59979
F16, 2015-154, 59980
F16, 2015-154, 59981
F16, 2015-154, 59982
F16, 2015-154, 59983
F16, 2015-155, 59984
F16, 2015-155, 59985
F16, 2015-155, 59986
F16, 2015-155, 59988
F16, 2015-155, 59989
F16, 2015-155, 59990
F16, 2015-155, 59991
F16, 2015-155, 59992
F16, 2015-155, 59993
F16, 2015-155, 59994
F16, 2015-155, 59995
F16, 2015-155, 59996
F16, 2015-155, 59997
F16, 2015-156, 59998
F16, 2015-156, 59999
F16, 2015-156, 60000
F16, 2015-156, 60001
F16, 2015-156, 60003
F16, 2015-156, 60004
F16, 2015-156, 60005
F16, 2015-156, 60006
F16, 2015-156, 60007
F16, 2015-156, 60009
F16, 2015-156, 60010
F16, 2015-156, 60011
F16, 2015-157, 60013
F16, 2015-157, 60014
F16, 2015-157, 60015
F16, 2015-157, 60016
F16, 2015-157, 60018
F16, 2015-157, 60019
F16, 2015-157, 60020
F16, 2015-157, 60021
F16, 2015-157, 60022
F16, 2015-157, 60023
F16, 2015-157, 60024
F16, 2015-157, 60025
F16, 2015-157, 60026
F16, 2015-158, 60027
F16, 2015-158, 60028
F16, 2015-158, 60030
F16, 2015-158, 60032
F16, 2015-158, 60033
F16, 2015-158, 60034
F16, 2015-158, 60035
F16, 2015-158, 60036
F16, 2015-158, 60038
F16, 2015-158, 60039
F16, 2015-158, 60040
F16, 2015-159, 60041
F16, 2015-159, 60042
F16, 2015-159, 60044
F16, 2015-159, 60046
F16, 2015-159, 60047
F16, 2015-159, 60048
F16, 2015-159, 60049
F16, 2015-159, 60050
F16, 2015-159, 60051
F16, 2015-159, 60052
F16, 2015-159, 60053
F16, 2015-159, 60054
F16, 2015-160, 60055
F16, 2015-160, 60056
F16, 2015-160, 60057
F16, 2015-160, 60058
F16, 2015-160, 60060
F16, 2015-160, 60061
F16, 2015-160, 60062
F16, 2015-160, 60063
F16, 2015-160, 60064
F16, 2015-160, 60065
F16, 2015-160, 60066
F16, 2015-160, 60067
F16, 2015-160, 60068
F16, 2015-161, 60069
F16, 2015-161, 60072
F16, 2015-161, 60075
F16, 2015-161, 60076
F16, 2015-161, 60078
F16, 2015-161, 60079
F16, 2015-161, 60080
F16, 2015-161, 60081
F16, 2015-161, 60082
F16, 2015-162, 60083
F16, 2015-162, 60085
F16, 2015-162, 60086
F16, 2015-162, 60087
F16, 2015-162, 60089
F16, 2015-162, 60090
F16, 2015-162, 60091
F16, 2015-162, 60092
F16, 2015-162, 60093
F16, 2015-162, 60094
F16, 2015-162, 60095
F16, 2015-162, 60096
F16, 2015-163, 60097
F16, 2015-163, 60098
F16, 2015-163, 60099
F16, 2015-163, 60100
F16, 2015-163, 60102
F16, 2015-163, 60103
F16, 2015-163, 60104
F16, 2015-163, 60105
F16, 2015-163, 60108
F16, 2015-163, 60109
F16, 2015-163, 60110
F16, 2015-164, 60119
F16, 2015-164, 60111
F16, 2015-164, 60112
F16, 2015-164, 60113
F16, 2015-164, 60114
F16, 2015-164, 60115
F16, 2015-164, 60117
F16, 2015-164, 60118
F16, 2015-164, 60120
F16, 2015-164, 60121
F16, 2015-164, 60122
F16, 2015-164, 60123
F16, 2015-164, 60124
F16, 2015-165, 60126
F16, 2015-165, 60127
F16, 2015-165, 60128
F16, 2015-165, 60129
F16, 2015-165, 60131
F16, 2015-165, 60132
F16, 2015-165, 60133
F16, 2015-165, 60134
F16, 2015-165, 60135
F16, 2015-165, 60136
F16, 2015-165, 60137
F16, 2015-165, 60138
F16, 2015-165, 60139
F16, 2015-166, 60141
F16, 2015-166, 60144
F16, 2015-166, 60146
F16, 2015-166, 60147
F16, 2015-166, 60148
F16, 2015-166, 60149
F16, 2015-166, 60150
F16, 2015-167, 60154
F16, 2015-167, 60157
F16, 2015-167, 60159
F16, 2015-167, 60160
F16, 2015-167, 60161
F16, 2015-167, 60162
F16, 2015-167, 60163
F16, 2015-167, 60164
F16, 2015-167, 60165
F16, 2015-167, 60166
F16, 2015-167, 60167
F16, 2015-168, 60168
F16, 2015-168, 60169
F16, 2015-168, 60170
F16, 2015-168, 60171
F16, 2015-168, 60173
F16, 2015-168, 60174
F16, 2015-168, 60175
F16, 2015-168, 60176
F16, 2015-168, 60177
F16, 2015-168, 60178
F16, 2015-168, 60179
F16, 2015-168, 60180
F16, 2015-168, 60181
F16, 2015-169, 60182
F16, 2015-169, 60183
F16, 2015-169, 60184
F16, 2015-169, 60185
F16, 2015-169, 60186
F16, 2015-169, 60188
F16, 2015-169, 60189
F16, 2015-169, 60190
F16, 2015-169, 60191
F16, 2015-169, 60192
F16, 2015-169, 60193
F16, 2015-169, 60194
F16, 2015-169, 60195
F16, 2015-170, 60196
F16, 2015-170, 60197
F16, 2015-170, 60198
F16, 2015-170, 60200
F16, 2015-170, 60202
F16, 2015-170, 60203
F16, 2015-170, 60204
F16, 2015-170, 60205
F16, 2015-170, 60206
F16, 2015-170, 60207
F16, 2015-170, 60208
F16, 2015-170, 60209
F16, 2015-171, 60218
F16, 2015-171, 60210
F16, 2015-171, 60211
F16, 2015-171, 60212
F16, 2015-171, 60213
F16, 2015-171, 60214
F16, 2015-171, 60216
F16, 2015-171, 60217
F16, 2015-171, 60219
F16, 2015-171, 60220
F16, 2015-171, 60221
F16, 2015-171, 60222
F16, 2015-171, 60223
F16, 2015-172, 60225
F16, 2015-172, 60226
F16, 2015-172, 60227
F16, 2015-172, 60228
F16, 2015-172, 60230
F16, 2015-172, 60231
F16, 2015-172, 60232
F16, 2015-172, 60233
F16, 2015-172, 60234
F16, 2015-172, 60235
F16, 2015-172, 60236
F16, 2015-172, 60237
F16, 2015-172, 60238
F16, 2015-173, 60239
F16, 2015-173, 60240
F16, 2015-173, 60241
F16, 2015-173, 60242
F16, 2015-173, 60244
F16, 2015-173, 60245
F16, 2015-173, 60246
F16, 2015-173, 60247
F16, 2015-173, 60248
F16, 2015-173, 60249
F16, 2015-173, 60250
F16, 2015-173, 60251
F16, 2015-173, 60252
F16, 2015-174, 60253
F16, 2015-174, 60254
F16, 2015-174, 60256
F16, 2015-174, 60258
F16, 2015-174, 60259
F16, 2015-174, 60260
F16, 2015-174, 60261
F16, 2015-174, 60262
F16, 2015-174, 60263
F16, 2015-174, 60264
F16, 2015-175, 60267
F16, 2015-175, 60268
F16, 2015-175, 60270
F16, 2015-175, 60271
F16, 2015-175, 60272
F16, 2015-175, 60273
F16, 2015-175, 60274
F16, 2015-175, 60275
F16, 2015-175, 60276
F16, 2015-175, 60277
F16, 2015-175, 60278
F16, 2015-175, 60279
F16, 2015-175, 60280
F16, 2015-176, 60281
F16, 2015-176, 60282
F16, 2015-176, 60283
F16, 2015-176, 60285
F16, 2015-176, 60287
F16, 2015-176, 60288
F16, 2015-176, 60289
F16, 2015-176, 60290
F16, 2015-176, 60291
F16, 2015-176, 60292
F16, 2015-176, 60293
F16, 2015-176, 60294
F16, 2015-177, 60295
F16, 2015-177, 60296
F16, 2015-177, 60297
F16, 2015-177, 60298
F16, 2015-177, 60300
F16, 2015-177, 60301
F16, 2015-177, 60302
F16, 2015-177, 60303
F16, 2015-177, 60304
F16, 2015-177, 60305
F16, 2015-177, 60306
F16, 2015-177, 60307
F16, 2015-177, 60308
F16, 2015-178, 60309
F16, 2015-178, 60310
F16, 2015-178, 60311
F16, 2015-178, 60312
F16, 2015-178, 60314
F16, 2015-178, 60315
F16, 2015-178, 60316
F16, 2015-178, 60317
F16, 2015-178, 60318
F16, 2015-178, 60319
F16, 2015-178, 60320
F16, 2015-178, 60321
F16, 2015-178, 60322
F16, 2015-179, 60331
F16, 2015-179, 60323
F16, 2015-179, 60324
F16, 2015-179, 60325
F16, 2015-179, 60326
F16, 2015-179, 60327
F16, 2015-179, 60329
F16, 2015-179, 60330
F16, 2015-179, 60332
F16, 2015-179, 60333
F16, 2015-179, 60334
F16, 2015-179, 60335
F16, 2015-179, 60336
F16, 2015-180, 60338
F16, 2015-180, 60339
F16, 2015-180, 60341
F16, 2015-180, 60343
F16, 2015-180, 60344
F16, 2015-180, 60345
F16, 2015-180, 60346
F16, 2015-180, 60347
F16, 2015-180, 60348
F16, 2015-180, 60349
F16, 2015-180, 60350
F16, 2015-180, 60351
F16, 2015-181, 60352
F16, 2015-181, 60353
F16, 2015-181, 60355
F16, 2015-181, 60357
F16, 2015-181, 60358
F16, 2015-181, 60359
F16, 2015-181, 60360
F16, 2015-181, 60361
F16, 2015-181, 60362
F16, 2015-181, 60363
F16, 2015-181, 60364
F16, 2015-181, 60365
F16, 2015-182, 60366
F16, 2015-182, 60367
F16, 2015-182, 60369
F16, 2015-182, 60371
F16, 2015-182, 60372
F16, 2015-182, 60373
F16, 2015-182, 60374
F16, 2015-182, 60375
F16, 2015-182, 60376
F16, 2015-182, 60377
F16, 2015-182, 60378
F16, 2015-182, 60379
F16, 2015-183, 60380
F16, 2015-183, 60381
F16, 2015-183, 60383
F16, 2015-183, 60385
F16, 2015-183, 60386
F16, 2015-183, 60387
F16, 2015-183, 60388
F16, 2015-183, 60389
F16, 2015-183, 60390
F16, 2015-183, 60391
F16, 2015-183, 60392
F16, 2015-183, 60393
F16, 2015-184, 60394
F16, 2015-184, 60395
F16, 2015-184, 60397
F16, 2015-184, 60399
F16, 2015-184, 60400
F16, 2015-184, 60401
F16, 2015-184, 60402
F16, 2015-184, 60403
F16, 2015-184, 60404
F16, 2015-184, 60405
F16, 2015-184, 60406
F16, 2015-184, 60407
F16, 2015-185, 60408
F16, 2015-185, 60409
F16, 2015-185, 60410
F16, 2015-185, 60412
F16, 2015-185, 60413
F16, 2015-185, 60414
F16, 2015-185, 60415
F16, 2015-185, 60416
F16, 2015-185, 60417
F16, 2015-185, 60418
F16, 2015-185, 60419
F16, 2015-185, 60420
F16, 2015-185, 60421
F16, 2015-186, 60422
F16, 2015-186, 60423
F16, 2015-186, 60424
F16, 2015-186, 60425
F16, 2015-186, 60426
F16, 2015-186, 60428
F16, 2015-186, 60429
F16, 2015-186, 60430
F16, 2015-186, 60431
F16, 2015-186, 60432
F16, 2015-186, 60433
F16, 2015-186, 60434
F16, 2015-186, 60435
F16, 2015-187, 60436
F16, 2015-187, 60437
F16, 2015-187, 60443
F16, 2015-187, 60444
F16, 2015-187, 60445
F16, 2015-187, 60446
F16, 2015-187, 60447
F16, 2015-187, 60448
F16, 2015-187, 60449
F16, 2015-188, 60451
F16, 2015-188, 60452
F16, 2015-188, 60454
F16, 2015-188, 60456
F16, 2015-188, 60457
F16, 2015-188, 60458
F16, 2015-188, 60459
F16, 2015-188, 60460
F16, 2015-188, 60461
F16, 2015-188, 60462
F16, 2015-188, 60463
F16, 2015-188, 60464
F16, 2015-189, 60465
F16, 2015-189, 60466
F16, 2015-189, 60467
F16, 2015-189, 60468
F16, 2015-189, 60470
F16, 2015-189, 60471
F16, 2015-189, 60472
F16, 2015-189, 60473
F16, 2015-189, 60474
F16, 2015-189, 60475
F16, 2015-189, 60477
F16, 2015-189, 60478
F16, 2015-190, 60479
F16, 2015-190, 60480
F16, 2015-190, 60482
F16, 2015-190, 60484
F16, 2015-190, 60485
F16, 2015-190, 60486
F16, 2015-190, 60487
F16, 2015-190, 60489
F16, 2015-190, 60490
F16, 2015-190, 60491
F16, 2015-190, 60492
F16, 2015-191, 60493
F16, 2015-191, 60494
F16, 2015-191, 60496
F16, 2015-191, 60498
F16, 2015-191, 60499
F16, 2015-191, 60500
F16, 2015-191, 60501
F16, 2015-191, 60502
F16, 2015-191, 60504
F16, 2015-191, 60505
F16, 2015-191, 60506
F16, 2015-192, 60507
F16, 2015-192, 60508
F16, 2015-192, 60509
F16, 2015-192, 60511
F16, 2015-192, 60513
F16, 2015-192, 60514
F16, 2015-192, 60515
F16, 2015-192, 60516
F16, 2015-192, 60517
F16, 2015-192, 60518
F16, 2015-192, 60519
F16, 2015-192, 60520
F16, 2015-193, 60521
F16, 2015-193, 60522
F16, 2015-193, 60523
F16, 2015-193, 60524
F16, 2015-193, 60526
F16, 2015-193, 60527
F16, 2015-193, 60528
F16, 2015-193, 60529
F16, 2015-193, 60530
F16, 2015-193, 60531
F16, 2015-193, 60532
F16, 2015-193, 60533
F16, 2015-193, 60534
F16, 2015-194, 60535
F16, 2015-194, 60536
F16, 2015-194, 60537
F16, 2015-194, 60539
F16, 2015-194, 60541
F16, 2015-194, 60542
F16, 2015-194, 60543
F16, 2015-194, 60544
F16, 2015-194, 60545
F16, 2015-194, 60546
F16, 2015-194, 60547
F16, 2015-194, 60548
F16, 2015-195, 60550
F16, 2015-195, 60551
F16, 2015-195, 60553
F16, 2015-195, 60555
F16, 2015-195, 60556
F16, 2015-195, 60557
F16, 2015-195, 60558
F16, 2015-195, 60559
F16, 2015-195, 60560
F16, 2015-195, 60561
F16, 2015-195, 60562
F16, 2015-195, 60563
F16, 2015-196, 60565
F16, 2015-196, 60567
F16, 2015-196, 60569
F16, 2015-196, 60570
F16, 2015-196, 60571
F16, 2015-196, 60572
F16, 2015-196, 60573
F16, 2015-196, 60574
F16, 2015-196, 60575
F16, 2015-196, 60576
F16, 2015-196, 60577
F16, 2015-197, 60578
F16, 2015-197, 60579
F16, 2015-197, 60581
F16, 2015-197, 60583
F16, 2015-197, 60584
F16, 2015-197, 60585
F16, 2015-197, 60586
F16, 2015-197, 60587
F16, 2015-197, 60590
F16, 2015-197, 60591
F16, 2015-198, 60592
F16, 2015-198, 60593
F16, 2015-198, 60595
F16, 2015-198, 60596
F16, 2015-198, 60597
F16, 2015-198, 60598
F16, 2015-198, 60599
F16, 2015-198, 60600
F16, 2015-198, 60601
F16, 2015-198, 60603
F16, 2015-198, 60604
F16, 2015-198, 60605
F16, 2015-199, 60606
F16, 2015-199, 60607
F16, 2015-199, 60609
F16, 2015-199, 60610
F16, 2015-199, 60611
F16, 2015-199, 60612
F16, 2015-199, 60613
F16, 2015-199, 60614
F16, 2015-199, 60615
F16, 2015-199, 60616
F16, 2015-199, 60617
F16, 2015-199, 60618
F16, 2015-199, 60619
F16, 2015-200, 60620
F16, 2015-200, 60621
F16, 2015-200, 60623
F16, 2015-200, 60624
F16, 2015-200, 60626
F16, 2015-200, 60627
F16, 2015-200, 60628
F16, 2015-200, 60629
F16, 2015-200, 60630
F16, 2015-200, 60631
F16, 2015-200, 60632
F16, 2015-200, 60633
F16, 2015-201, 60634
F16, 2015-201, 60635
F16, 2015-201, 60637
F16, 2015-201, 60638
F16, 2015-201, 60639
F16, 2015-201, 60640
F16, 2015-201, 60641
F16, 2015-201, 60642
F16, 2015-201, 60643
F16, 2015-201, 60644
F16, 2015-202, 60656
F16, 2015-202, 60648
F16, 2015-202, 60649
F16, 2015-202, 60650
F16, 2015-202, 60651
F16, 2015-202, 60652
F16, 2015-202, 60653
F16, 2015-202, 60654
F16, 2015-202, 60655
F16, 2015-202, 60657
F16, 2015-202, 60658
F16, 2015-202, 60659
F16, 2015-202, 60660
F16, 2015-202, 60661
F16, 2015-203, 60664
F16, 2015-203, 60665
F16, 2015-203, 60666
F16, 2015-203, 60668
F16, 2015-203, 60669
F16, 2015-203, 60670
F16, 2015-203, 60671
F16, 2015-203, 60672
F16, 2015-203, 60673
F16, 2015-203, 60674
F16, 2015-203, 60675
F16, 2015-203, 60676
F16, 2015-204, 60678
F16, 2015-204, 60680
F16, 2015-204, 60681
F16, 2015-204, 60682
F16, 2015-204, 60683
F16, 2015-204, 60684
F16, 2015-204, 60685
F16, 2015-204, 60686
F16, 2015-204, 60687
F16, 2015-204, 60688
F16, 2015-204, 60689
F16, 2015-204, 60690
F16, 2015-205, 60693
F16, 2015-205, 60694
F16, 2015-205, 60695
F16, 2015-205, 60696
F16, 2015-205, 60697
F16, 2015-205, 60698
F16, 2015-205, 60699
F16, 2015-205, 60704
F16, 2015-206, 60706
F16, 2015-206, 60708
F16, 2015-206, 60709
F16, 2015-206, 60710
F16, 2015-206, 60711
F16, 2015-206, 60712
F16, 2015-206, 60713
F16, 2015-206, 60715
F16, 2015-206, 60716
F16, 2015-206, 60717
F16, 2015-206, 60718
F16, 2015-207, 60720
F16, 2015-207, 60722
F16, 2015-207, 60723
F16, 2015-207, 60724
F16, 2015-207, 60725
F16, 2015-207, 60726
F16, 2015-207, 60727
F16, 2015-207, 60728
F16, 2015-207, 60729
F16, 2015-207, 60730
F16, 2015-207, 60731
F16, 2015-207, 60732
F16, 2015-208, 60733
F16, 2015-208, 60735
F16, 2015-208, 60736
F16, 2015-208, 60737
F16, 2015-208, 60738
F16, 2015-208, 60739
F16, 2015-208, 60740
F16, 2015-208, 60741
F16, 2015-208, 60742
F16, 2015-208, 60743
F16, 2015-208, 60744
F16, 2015-208, 60745
F16, 2015-208, 60746
F16, 2015-209, 60747
F16, 2015-209, 60749
F16, 2015-209, 60750
F16, 2015-209, 60752
F16, 2015-209, 60753
F16, 2015-209, 60754
F16, 2015-209, 60755
F16, 2015-209, 60756
F16, 2015-209, 60757
F16, 2015-209, 60758
F16, 2015-209, 60759
F16, 2015-209, 60760
F16, 2015-210, 60769
F16, 2015-210, 60761
F16, 2015-210, 60762
F16, 2015-210, 60763
F16, 2015-210, 60764
F16, 2015-210, 60765
F16, 2015-210, 60766
F16, 2015-210, 60767
F16, 2015-210, 60768
F16, 2015-210, 60773
F16, 2015-210, 60774
F16, 2015-211, 60783
F16, 2015-211, 60776
F16, 2015-211, 60777
F16, 2015-211, 60780
F16, 2015-211, 60781
F16, 2015-211, 60782
F16, 2015-211, 60784
F16, 2015-211, 60785
F16, 2015-211, 60787
F16, 2015-211, 60788
F16, 2015-211, 60789
F16, 2015-212, 60791
F16, 2015-212, 60792
F16, 2015-212, 60793
F16, 2015-212, 60794
F16, 2015-212, 60795
F16, 2015-212, 60796
F16, 2015-212, 60797
F16, 2015-212, 60800
F16, 2015-212, 60801
F16, 2015-212, 60802
F16, 2015-213, 60804
F16, 2015-213, 60805
F16, 2015-213, 60806
F16, 2015-213, 60807
F16, 2015-213, 60808
F16, 2015-213, 60809
F16, 2015-213, 60810
F16, 2015-213, 60811
F16, 2015-213, 60812
F16, 2015-213, 60814
F16, 2015-213, 60815
F16, 2015-213, 60816
F16, 2015-214, 60819
F16, 2015-214, 60821
F16, 2015-214, 60822
F16, 2015-214, 60823
F16, 2015-214, 60824
F16, 2015-214, 60825
F16, 2015-214, 60826
F16, 2015-214, 60828
F16, 2015-214, 60829
F16, 2015-214, 60830
F16, 2015-214, 60831
F16, 2015-215, 60832
F16, 2015-215, 60833
F16, 2015-215, 60835
F16, 2015-215, 60836
F16, 2015-215, 60837
F16, 2015-215, 60838
F16, 2015-215, 60839
F16, 2015-215, 60840
F16, 2015-215, 60841
F16, 2015-215, 60842
F16, 2015-215, 60843
F16, 2015-215, 60844
F16, 2015-215, 60845
F16, 2015-216, 60846
F16, 2015-216, 60848
F16, 2015-216, 60849
F16, 2015-216, 60852
F16, 2015-216, 60853
F16, 2015-216, 60855
F16, 2015-216, 60856
F16, 2015-216, 60857
F16, 2015-216, 60858
F16, 2015-216, 60859
F16, 2015-217, 60868
F16, 2015-217, 60860
F16, 2015-217, 60862
F16, 2015-217, 60863
F16, 2015-217, 60864
F16, 2015-217, 60865
F16, 2015-217, 60866
F16, 2015-217, 60867
F16, 2015-217, 60871
F16, 2015-218, 60882
F16, 2015-218, 60877
F16, 2015-218, 60880
F16, 2015-218, 60881
F16, 2015-218, 60884
F16, 2015-218, 60885
F16, 2015-218, 60886
F16, 2015-219, 60889
F16, 2015-219, 60891
F16, 2015-219, 60892
F16, 2015-219, 60893
F16, 2015-219, 60894
F16, 2015-219, 60895
F16, 2015-219, 60896
F16, 2015-219, 60898
F16, 2015-219, 60899
F16, 2015-219, 60900
F16, 2015-219, 60901
F16, 2015-219, 60902
F16, 2015-220, 60903
F16, 2015-220, 60905
F16, 2015-220, 60906
F16, 2015-220, 60907
F16, 2015-220, 60908
F16, 2015-220, 60909
F16, 2015-220, 60910
F16, 2015-220, 60912
F16, 2015-220, 60913
F16, 2015-220, 60914
F16, 2015-220, 60915
F16, 2015-220, 60916
F16, 2015-221, 60917
F16, 2015-221, 60919
F16, 2015-221, 60920
F16, 2015-221, 60922
F16, 2015-221, 60923
F16, 2015-221, 60924
F16, 2015-221, 60926
F16, 2015-221, 60927
F16, 2015-221, 60928
F16, 2015-221, 60929
F16, 2015-221, 60930
F16, 2015-222, 60931
F16, 2015-222, 60933
F16, 2015-222, 60935
F16, 2015-222, 60936
F16, 2015-222, 60937
F16, 2015-222, 60938
F16, 2015-222, 60939
F16, 2015-222, 60940
F16, 2015-222, 60942
F16, 2015-222, 60943
F16, 2015-222, 60944
F16, 2015-223, 60945
F16, 2015-223, 60947
F16, 2015-223, 60949
F16, 2015-223, 60950
F16, 2015-223, 60952
F16, 2015-223, 60953
F16, 2015-223, 60954
F16, 2015-223, 60956
F16, 2015-223, 60957
F16, 2015-223, 60958
F16, 2015-224, 60960
F16, 2015-224, 60961
F16, 2015-224, 60963
F16, 2015-224, 60967
F16, 2015-224, 60968
F16, 2015-224, 60970
F16, 2015-224, 60972
F16, 2015-225, 60981
F16, 2015-225, 60973
F16, 2015-225, 60976
F16, 2015-225, 60979
F16, 2015-225, 60980
F16, 2015-225, 60982
F16, 2015-225, 60984
F16, 2015-225, 60985
F16, 2015-225, 60986
F16, 2015-226, 60995
F16, 2015-226, 60988
F16, 2015-226, 60990
F16, 2015-226, 60992
F16, 2015-226, 60994
F16, 2015-226, 60996
F16, 2015-226, 60998
F16, 2015-226, 60999
F16, 2015-226, 61001
F16, 2015-227, 61003
F16, 2015-227, 61005
F16, 2015-227, 61007
F16, 2015-227, 61008
F16, 2015-227, 61009
F16, 2015-227, 61011
F16, 2015-227, 61013
F16, 2015-227, 61014
F16, 2015-227, 61015
F16, 2015-228, 61016
F16, 2015-228, 61017
F16, 2015-228, 61019
F16, 2015-228, 61020
F16, 2015-228, 61021
F16, 2015-228, 61022
F16, 2015-228, 61023
F16, 2015-228, 61024
F16, 2015-228, 61025
F16, 2015-228, 61027
F16, 2015-228, 61028
F16, 2015-228, 61029
F16, 2015-229, 61030
F16, 2015-229, 61032
F16, 2015-229, 61033
F16, 2015-229, 61034
F16, 2015-229, 61035
F16, 2015-230, 61045
F16, 2015-230, 61046
F16, 2015-230, 61048
F16, 2015-230, 61049
F16, 2015-230, 61051
F16, 2015-230, 61052
F16, 2015-230, 61053
F16, 2015-230, 61055
F16, 2015-230, 61056
F16, 2015-230, 61057
F16, 2015-231, 61059
F16, 2015-231, 61060
F16, 2015-231, 61062
F16, 2015-231, 61063
F16, 2015-231, 61064
F16, 2015-231, 61067
F16, 2015-231, 61069
F16, 2015-231, 61070
F16, 2015-232, 61079
F16, 2015-232, 61077
F16, 2015-232, 61078
F16, 2015-232, 61080
F16, 2015-232, 61082
F16, 2015-232, 61085
F16, 2015-233, 61088
F16, 2015-233, 61089
F16, 2015-233, 61091
F16, 2015-233, 61092
F16, 2015-233, 61093
F16, 2015-233, 61094
F16, 2015-233, 61095
F16, 2015-233, 61097
F16, 2015-233, 61098
F16, 2015-234, 61108
F16, 2015-234, 61101
F16, 2015-234, 61103
F16, 2015-234, 61104
F16, 2015-234, 61105
F16, 2015-234, 61106
F16, 2015-234, 61107
F16, 2015-234, 61110
F16, 2015-234, 61111
F16, 2015-234, 61112
F16, 2015-234, 61113
F16, 2015-235, 61116
F16, 2015-235, 61118
F16, 2015-235, 61119
F16, 2015-235, 61120
F16, 2015-235, 61121
F16, 2015-235, 61122
F16, 2015-235, 61124
F16, 2015-235, 61125
F16, 2015-235, 61126
F16, 2015-235, 61127
F16, 2015-235, 61128
F16, 2015-236, 61130
F16, 2015-236, 61132
F16, 2015-236, 61134
F16, 2015-236, 61135
F16, 2015-236, 61138
F16, 2015-236, 61139
F16, 2015-236, 61140
F16, 2015-236, 61141
F16, 2015-237, 61144
F16, 2015-237, 61145
F16, 2015-237, 61147
F16, 2015-237, 61149
F16, 2015-237, 61150
F16, 2015-237, 61151
F16, 2015-237, 61153
F16, 2015-237, 61154
F16, 2015-237, 61156
F16, 2015-238, 61158
F16, 2015-238, 61159
F16, 2015-238, 61160
F16, 2015-238, 61162
F16, 2015-238, 61163
F16, 2015-238, 61164
F16, 2015-238, 61165
F16, 2015-238, 61166
F16, 2015-238, 61167
F16, 2015-238, 61168
F16, 2015-238, 61169
F16, 2015-238, 61170
F16, 2015-239, 61172
F16, 2015-239, 61173
F16, 2015-239, 61174
F16, 2015-239, 61176
F16, 2015-239, 61177
F16, 2015-239, 61178
F16, 2015-239, 61179
F16, 2015-239, 61181
F16, 2015-239, 61182
F16, 2015-239, 61183
F16, 2015-239, 61184
F16, 2015-240, 61185
F16, 2015-240, 61186
F16, 2015-240, 61187
F16, 2015-240, 61188
F16, 2015-240, 61189
F16, 2015-240, 61190
F16, 2015-240, 61191
F16, 2015-240, 61192
F16, 2015-240, 61193
F16, 2015-240, 61195
F16, 2015-240, 61196
F16, 2015-240, 61197
F16, 2015-240, 61198
F16, 2015-241, 61199
F16, 2015-241, 61200
F16, 2015-241, 61201
F16, 2015-241, 61202
F16, 2015-241, 61203
F16, 2015-241, 61205
F16, 2015-241, 61206
F16, 2015-241, 61207
F16, 2015-241, 61212
F16, 2015-242, 61214
F16, 2015-242, 61215
F16, 2015-242, 61216
F16, 2015-242, 61217
F16, 2015-242, 61218
F16, 2015-242, 61219
F16, 2015-242, 61220
F16, 2015-242, 61222
F16, 2015-242, 61224
F16, 2015-242, 61226
F16, 2015-242, 61227
F16, 2015-243, 61229
F16, 2015-243, 61231
F16, 2015-243, 61232
F16, 2015-243, 61234
F16, 2015-243, 61235
F16, 2015-243, 61236
F16, 2015-243, 61237
F16, 2015-243, 61239
F16, 2015-243, 61240
F16, 2015-243, 61241
F16, 2015-244, 61243
